"Id,""fecha_auto"",""id";"_viaje"",""id_resumen_evento"",""id_evento"",""id_";"gps_"",""fecha_gps_"",""latitud_"",""longitud_"",""ubicacion_"",""evento_"",""direccion_"",""velocidad_"""
"7158000,""2025-01-01";"00:02:59"",3750,35096,2,15390033,""2025-01-01";"00:03:13"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158001,""2025-01-01";"00:03:31"",3732,35039,2,15389981,""2025-01-01";"00:02:31"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158002,""2025-01-01";"00:03:31"",3732,35039,2,15390061,""2025-01-01";"00:03:31"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158003,""2025-01-01";"00:03:32"",3731,35029,2,15389987,""2025-01-01";"00:02:25"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158004,""2025-01-01";"00:03:32"",3731,35029,2,15390065,""2025-01-01";"00:03:24"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158005,""2025-01-01";"00:04:15"",3748,35066,2,15390010,""2025-01-01";"00:03:12"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158006,""2025-01-01";"00:04:15"",3748,35066,2,15390088,""2025-01-01";"00:04:37"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158007,""2025-01-01";"00:04:16"",3749,35081,2,15390020,""2025-01-01";"00:03:12"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158008,""2025-01-01";"00:04:16"",3749,35081,2,15390098,""2025-01-01";"00:04:37"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158009,""2025-01-01";"00:04:17"",3747,35051,2,15390026,""2025-01-01";"00:03:13"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158010,""2025-01-01";"00:04:17"",3747,35051,2,15390104,""2025-01-01";"00:04:37"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158011,""2025-01-01";"00:04:17"",3732,35039,2,15390061,""2025-01-01";"00:03:31"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158012,""2025-01-01";"00:04:17"",3732,35039,2,15390106,""2025-01-01";"00:04:29"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158013,""2025-01-01";"00:04:17"",3750,35096,2,15390033,""2025-01-01";"00:03:13"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158014,""2025-01-01";"00:04:17"",3750,35096,2,15390111,""2025-01-01";"00:04:37"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158015,""2025-01-01";"00:04:17"",3731,35029,2,15390065,""2025-01-01";"00:03:24"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158016,""2025-01-01";"00:04:17"",3731,35029,2,15390112,""2025-01-01";"00:04:20"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158017,""2025-01-01";"00:05:00"",3748,35066,2,15390088,""2025-01-01";"00:04:37"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158018,""2025-01-01";"00:05:00"",3748,35066,2,15390128,""2025-01-01";"00:05:19"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158019,""2025-01-01";"00:05:01"",3749,35081,2,15390098,""2025-01-01";"00:04:37"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158020,""2025-01-01";"00:05:01"",3749,35081,2,15390138,""2025-01-01";"00:05:19"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158021,""2025-01-01";"00:05:02"",3747,35051,2,15390104,""2025-01-01";"00:04:37"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158022,""2025-01-01";"00:05:02"",3747,35051,2,15390144,""2025-01-01";"00:05:19"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158023,""2025-01-01";"00:05:02"",3750,35096,2,15390111,""2025-01-01";"00:04:37"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158024,""2025-01-01";"00:05:02"",3750,35096,2,15390151,""2025-01-01";"00:05:19"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158025,""2025-01-01";"00:05:02"",3731,35029,2,15390112,""2025-01-01";"00:04:20"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158026,""2025-01-01";"00:05:02"",3731,35029,2,15390152,""2025-01-01";"00:05:18"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158027,""2025-01-01";"00:05:45"",3748,35066,2,15390128,""2025-01-01";"00:05:19"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158028,""2025-01-01";"00:05:45"",3748,35066,2,15390175,""2025-01-01";"00:06:03"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158029,""2025-01-01";"00:05:46"",3749,35081,2,15390138,""2025-01-01";"00:05:19"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158030,""2025-01-01";"00:05:46"",3749,35081,2,15390185,""2025-01-01";"00:06:02"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158031,""2025-01-01";"00:05:47"",3747,35051,2,15390144,""2025-01-01";"00:05:19"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158032,""2025-01-01";"00:05:47"",3747,35051,2,15390191,""2025-01-01";"00:06:03"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158033,""2025-01-01";"00:05:47"",3732,35039,2,15390106,""2025-01-01";"00:04:29"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158034,""2025-01-01";"00:05:47"",3732,35039,2,15390193,""2025-01-01";"00:05:24"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158035,""2025-01-01";"00:05:47"",3750,35096,2,15390151,""2025-01-01";"00:05:19"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158036,""2025-01-01";"00:05:47"",3750,35096,2,15390200,""2025-01-01";"00:06:03"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158037,""2025-01-01";"00:06:20"",3732,35039,2,15390193,""2025-01-01";"00:05:24"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158038,""2025-01-01";"00:06:20"",3732,35039,2,15390219,""2025-01-01";"00:06:22"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158039,""2025-01-01";"00:06:20"",3731,35029,2,15390152,""2025-01-01";"00:05:18"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158040,""2025-01-01";"00:06:20"",3731,35029,2,15390223,""2025-01-01";"00:06:14"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158041,""2025-01-01";"00:07:03"",3748,35066,2,15390175,""2025-01-01";"00:06:03"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158042,""2025-01-01";"00:07:03"",3748,35066,2,15390239,""2025-01-01";"00:06:45"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158043,""2025-01-01";"00:07:04"",3749,35081,2,15390185,""2025-01-01";"00:06:02"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158044,""2025-01-01";"00:07:04"",3749,35081,2,15390249,""2025-01-01";"00:06:45"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158045,""2025-01-01";"00:07:05"",3747,35051,2,15390191,""2025-01-01";"00:06:03"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158046,""2025-01-01";"00:07:05"",3747,35051,2,15390255,""2025-01-01";"00:06:45"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158047,""2025-01-01";"00:07:05"",3732,35039,2,15390219,""2025-01-01";"00:06:22"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158048,""2025-01-01";"00:07:05"",3732,35039,2,15390257,""2025-01-01";"00:07:26"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158049,""2025-01-01";"00:07:05"",3750,35096,2,15390200,""2025-01-01";"00:06:03"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158050,""2025-01-01";"00:07:05"",3750,35096,2,15390262,""2025-01-01";"00:06:45"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158051,""2025-01-01";"00:07:05"",3731,35029,2,15390223,""2025-01-01";"00:06:14"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158052,""2025-01-01";"00:07:05"",3731,35029,2,15390263,""2025-01-01";"00:07:18"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158053,""2025-01-01";"00:07:35"",3748,35066,2,15390239,""2025-01-01";"00:06:45"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158054,""2025-01-01";"00:07:35"",3748,35066,2,15390286,""2025-01-01";"00:07:27"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158055,""2025-01-01";"00:07:36"",3749,35081,2,15390249,""2025-01-01";"00:06:45"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158056,""2025-01-01";"00:07:36"",3749,35081,2,15390296,""2025-01-01";"00:07:27"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158057,""2025-01-01";"00:07:37"",3747,35051,2,15390255,""2025-01-01";"00:06:45"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158058,""2025-01-01";"00:07:37"",3747,35051,2,15390302,""2025-01-01";"00:07:27"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158059,""2025-01-01";"00:07:37"",3750,35096,2,15390262,""2025-01-01";"00:06:45"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158060,""2025-01-01";"00:07:37"",3750,35096,2,15390307,""2025-01-01";"00:07:27"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158061,""2025-01-01";"00:08:20"",3748,35066,2,15390286,""2025-01-01";"00:07:27"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158062,""2025-01-01";"00:08:20"",3748,35066,2,15390318,""2025-01-01";"00:08:10"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158063,""2025-01-01";"00:08:21"",3749,35081,2,15390296,""2025-01-01";"00:07:27"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158064,""2025-01-01";"00:08:21"",3749,35081,2,15390328,""2025-01-01";"00:08:10"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158065,""2025-01-01";"00:08:21"",3747,35051,2,15390302,""2025-01-01";"00:07:27"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158066,""2025-01-01";"00:08:21"",3747,35051,2,15390334,""2025-01-01";"00:08:10"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158067,""2025-01-01";"00:08:21"",3732,35039,2,15390257,""2025-01-01";"00:07:26"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158068,""2025-01-01";"00:08:21"",3732,35039,2,15390336,""2025-01-01";"00:08:34"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158069,""2025-01-01";"00:08:21"",3750,35096,2,15390307,""2025-01-01";"00:07:27"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158070,""2025-01-01";"00:08:21"",3750,35096,2,15390341,""2025-01-01";"00:08:10"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158071,""2025-01-01";"00:08:21"",3731,35029,2,15390263,""2025-01-01";"00:07:18"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158072,""2025-01-01";"00:08:21"",3731,35029,2,15390342,""2025-01-01";"00:08:26"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158073,""2025-01-01";"00:09:05"",3748,35066,2,15390318,""2025-01-01";"00:08:10"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158074,""2025-01-01";"00:09:05"",3748,35066,2,15390366,""2025-01-01";"00:08:53"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158075,""2025-01-01";"00:09:06"",3749,35081,2,15390328,""2025-01-01";"00:08:10"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158076,""2025-01-01";"00:09:06"",3749,35081,2,15390376,""2025-01-01";"00:08:53"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158077,""2025-01-01";"00:09:06"",3747,35051,2,15390334,""2025-01-01";"00:08:10"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158078,""2025-01-01";"00:09:06"",3747,35051,2,15390382,""2025-01-01";"00:08:53"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158079,""2025-01-01";"00:09:06"",3750,35096,2,15390341,""2025-01-01";"00:08:10"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158080,""2025-01-01";"00:09:06"",3750,35096,2,15390389,""2025-01-01";"00:08:53"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158081,""2025-01-01";"00:09:39"",3748,35066,2,15390366,""2025-01-01";"00:08:53"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158082,""2025-01-01";"00:09:39"",3748,35066,2,15390412,""2025-01-01";"00:09:36"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158083,""2025-01-01";"00:09:41"",3749,35081,2,15390376,""2025-01-01";"00:08:53"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158084,""2025-01-01";"00:09:41"",3749,35081,2,15390422,""2025-01-01";"00:09:36"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158085,""2025-01-01";"00:09:43"",3747,35051,2,15390382,""2025-01-01";"00:08:53"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158086,""2025-01-01";"00:09:43"",3747,35051,2,15390428,""2025-01-01";"00:09:36"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158087,""2025-01-01";"00:09:43"",3732,35039,2,15390336,""2025-01-01";"00:08:34"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158088,""2025-01-01";"00:09:43"",3732,35039,2,15390430,""2025-01-01";"00:09:38"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158089,""2025-01-01";"00:09:43"",3750,35096,2,15390389,""2025-01-01";"00:08:53"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158090,""2025-01-01";"00:09:43"",3750,35096,2,15390433,""2025-01-01";"00:09:36"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158091,""2025-01-01";"00:09:43"",3731,35029,2,15390342,""2025-01-01";"00:08:26"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158092,""2025-01-01";"00:09:43"",3731,35029,2,15390434,""2025-01-01";"00:09:30"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158093,""2025-01-01";"00:10:16"",3748,35066,2,15390412,""2025-01-01";"00:09:36"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158094,""2025-01-01";"00:10:16"",3748,35066,2,15390457,""2025-01-01";"00:10:18"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158095,""2025-01-01";"00:10:17"",3749,35081,2,15390422,""2025-01-01";"00:09:36"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158096,""2025-01-01";"00:10:17"",3749,35081,2,15390467,""2025-01-01";"00:10:18"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158097,""2025-01-01";"00:10:17"",3747,35051,2,15390428,""2025-01-01";"00:09:36"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158098,""2025-01-01";"00:10:17"",3747,35051,2,15390473,""2025-01-01";"00:10:19"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158099,""2025-01-01";"00:10:17"",3750,35096,2,15390433,""2025-01-01";"00:09:36"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158100,""2025-01-01";"00:10:17"",3750,35096,2,15390479,""2025-01-01";"00:10:19"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158101,""2025-01-01";"00:10:17"",3731,35029,2,15390434,""2025-01-01";"00:09:30"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158102,""2025-01-01";"00:10:17"",3731,35029,2,15390480,""2025-01-01";"00:10:38"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158103,""2025-01-01";"00:11:01"",3748,35066,2,15390457,""2025-01-01";"00:10:18"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158104,""2025-01-01";"00:11:01"",3748,35066,2,15390496,""2025-01-01";"00:11:01"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158105,""2025-01-01";"00:11:02"",3749,35081,2,15390467,""2025-01-01";"00:10:18"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158106,""2025-01-01";"00:11:02"",3749,35081,2,15390506,""2025-01-01";"00:11:01"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158107,""2025-01-01";"00:11:02"",3747,35051,2,15390473,""2025-01-01";"00:10:19"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158108,""2025-01-01";"00:11:02"",3747,35051,2,15390512,""2025-01-01";"00:11:02"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158109,""2025-01-01";"00:11:02"",3732,35039,2,15390430,""2025-01-01";"00:09:38"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158110,""2025-01-01";"00:11:02"",3732,35039,2,15390514,""2025-01-01";"00:10:46"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158111,""2025-01-01";"00:11:02"",3750,35096,2,15390479,""2025-01-01";"00:10:19"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158112,""2025-01-01";"00:11:02"",3750,35096,2,15390520,""2025-01-01";"00:11:02"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158113,""2025-01-01";"00:11:35"",3748,35066,2,15390496,""2025-01-01";"00:11:01"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158114,""2025-01-01";"00:11:35"",3748,35066,2,15390543,""2025-01-01";"00:11:44"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158115,""2025-01-01";"00:11:36"",3749,35081,2,15390506,""2025-01-01";"00:11:01"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158116,""2025-01-01";"00:11:36"",3749,35081,2,15390553,""2025-01-01";"00:11:44"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158117,""2025-01-01";"00:11:37"",3747,35051,2,15390512,""2025-01-01";"00:11:02"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158118,""2025-01-01";"00:11:37"",3747,35051,2,15390559,""2025-01-01";"00:11:44"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158119,""2025-01-01";"00:11:37"",3732,35039,2,15390514,""2025-01-01";"00:10:46"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158120,""2025-01-01";"00:11:37"",3732,35039,2,15390561,""2025-01-01";"00:11:46"",-38.829302,-68.078733,"""",Detenido,235,0"
"7158121,""2025-01-01";"00:11:37"",3750,35096,2,15390520,""2025-01-01";"00:11:02"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158122,""2025-01-01";"00:11:37"",3750,35096,2,15390565,""2025-01-01";"00:11:44"",-36.754701,-73.079665,"""",Apagado,-280,0"
"7158123,""2025-01-01";"00:11:37"",3731,35029,2,15390480,""2025-01-01";"00:10:38"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158124,""2025-01-01";"00:11:37"",3731,35029,2,15390566,""2025-01-01";"00:11:42"",-36.754784,-73.079551,"""",Detenido,0,0"
"7158125,""2025-01-01";"00:12:10"",3748,35066,2,15390543,""2025-01-01";"00:11:44"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158126,""2025-01-01";"00:12:10"",3748,35066,2,15390590,""2025-01-01";"00:12:27"",-36.754711,-73.079668,"""",Apagado,-223,0"
"7158127,""2025-01-01";"00:12:10"",3749,35081,2,15390553,""2025-01-01";"00:11:44"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158128,""2025-01-01";"00:12:10"",3749,35081,2,15390600,""2025-01-01";"00:12:27"",-36.75462,-73.07993,"""",Movimiento,-85,0"
"7158129,""2025-01-01";"00:12:11"",3747,35051,2,15390559,""2025-01-01";"00:11:44"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158130,""2025-01-01";"00:12:11"",3747,35051,2,15390606,""2025-01-01";"00:12:27"",-36.754702,-73.079604,"""",Apagado,0,0"
"7158131,""2025-01-01";"00:12:11"",3750,35096,2,15390565,""2025-01-01";"00:11:44"",-36.754701,-73.079665,"""",Apagado,-280,0"
