Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
1 jul 2023,CI,Concepción,Lincoyán,null,611.6,424.2,525
7 mar 2024,CI,Los Ángeles,Los Carrera,null,1682.5,1142.1875,525
5 abr 2024,CI,Talcahuano,Jaime Repullo,null,836.5454545454545,537.939393939394,525
22 abr 2024,CI,Chiguayante,Av. O'Higgins,null,1470.6363636363637,707,524
11 jul 2023,CI,Chiguayante,8 Oriente,HAZARD,1513,985,524
19 mar 2024,CI,Los Ángeles,Ruta Q-501,null,1205.6060606060605,1226.4242424242425,524
5 mar 2024,CI,Concepción,Ainavillo,null,767.5714285714286,585.7142857142857,523
4 feb 2024,CI,Hualqui,La Concepción,null,656.1875,456.125,523
26 abr 2024,CI,Talcahuano,Av. Cristóbal Colón,null,990.4444444444445,430.22222222222223,523
10 may 2024,CI,Los Ángeles,Ruta Q-45,null,1356.576923076923,693.2692307692307,523
5 oct 2023,CI,Los Ángeles,Ruta Q-45,null,1140.4444444444443,606.4722222222222,523
27 mar 2024,CI,San Pedro de la Paz,Av. Andalué,null,861.1666666666666,426,523
5 jul 2023,CI,Los Ángeles,Rengo,null,756.5862068965517,683.1379310344828,523
15 abr 2024,CI,Concepción,Lientur,null,684.4444444444445,793.1111111111111,523
4 ago 2023,CI,Concepción,Barros Arana,null,702.2941176470588,599.1764705882352,523
4 mar 2024,CI,Concepción,Av. Los Carrera,ACCIDENT,813,490.25,523
16 dic 2023,CI,Los Ángeles,Lautaro,null,688.6818181818181,597.0909090909091,523
14 ago 2023,CI,Los Ángeles,Ruta 178,null,1879.4166666666667,871.5,522
6 may 2024,CI,San Pedro de la Paz,Las Garzas,null,628,1240.5555555555557,522
23 mar 2024,CI,Talcahuano,Av. Vasco Núñez de Balboa,null,682,601.375,522
21 dic 2023,CI,Los Ángeles,Av. Ricardo Vicuña,null,856,390.875,522
11 sept 2023,CI,Concepción,Abdón Cifuentes,null,709.4444444444445,747.7777777777778,522
10 abr 2024,CI,San Pedro de la Paz,Las Garzas,null,718,1612.2222222222222,521
21 mar 2024,CI,San Pedro de la Paz,Los Canelos,null,516.3333333333334,584,521
12 abr 2024,CI,Los Ángeles,Ruta Q-45,null,1122.1515151515152,666.7272727272727,520
14 dic 2023,CI,Concepción,Maipú,null,925,332.625,520
4 abr 2024,CI,San Pedro de la Paz,Las Garzas,null,628,1235.2222222222222,520
1 ago 2023,CI,Concepción,Av. San Juan Bosco,null,504,391.45454545454544,520
29 abr 2024,CI,Concepción,Rengo,ACCIDENT,808.2,1203.3,520
24 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2599,1118.5,520
4 mar 2024,CI,Los Ángeles,Los Carrera,HAZARD,774,363.9166666666667,519
5 sept 2023,CI,Los Ángeles,Almagro,null,938.7407407407408,523.3333333333334,519
12 oct 2023,CI,Concepción,Lautaro,null,528.5454545454545,371.72727272727275,519
27 mar 2024,CI,Los Ángeles,Ruta 178,null,1955.4827586206898,643.7586206896551,519
6 sept 2023,CI,Chiguayante,O'Higgins,null,728.0952380952381,332.0952380952381,519
25 nov 2023,CI,Los Ángeles,Almagro,null,1121.6363636363637,777.8636363636364,519
11 sept 2023,CI,Talcahuano,Av. Tierras Coloradas,null,695,906.1666666666666,518
6 abr 2024,CI,Hualpén,Av. Las Golondrinas,null,710.875,364.625,518
8 mar 2024,CI,San Pedro de la Paz,Av. Michaihue,null,873.3888888888889,803.1666666666666,518
5 mar 2024,CI,Los Ángeles,Ruta 5 Sur,null,7157.333333333333,278.5833333333333,518
27 abr 2024,CI,San Pedro de la Paz,Av. Michaihue,null,903.8,508.8666666666667,517
5 abr 2024,CI,Los Ángeles,Av. Las Industrias,null,1510.9333333333334,567.7666666666667,517
16 ago 2023,CI,San Pedro de la Paz,Las Garzas,null,628,1058.5714285714287,516
30 oct 2023,CI,Concepción,Tucapel,HAZARD,624.4285714285714,407.2857142857143,516
7 sept 2023,CI,San Pedro de la Paz,Av. Michaihue,null,714.8947368421053,1127.7894736842106,516
1 may 2024,CI,Concepción,Av. Los Carrera,HAZARD,1099,774,516
25 mar 2024,CI,Los Ángeles,Los Carrera,null,1398.8636363636363,856.0454545454545,516
17 jul 2023,CI,San Pedro de la Paz,Corredor de Buses Av. Pedro Aguirre Cerda,null,785.0769230769231,498.63461538461536,516
13 feb 2024,CI,Tomé,Diego Portales,null,638.1428571428571,563.8571428571429,516
1 abr 2024,CI,Los Ángeles,Ruta Q-45,null,1386.1714285714286,724.2571428571429,516
3 sept 2023,CI,San Pedro de la Paz,Av. Diagonal Bío-Bío,null,509,468.5833333333333,516
4 dic 2023,CI,Concepción,Av. Los Carrera,null,643.9,346.1,515
29 jun 2023,CI,Los Ángeles,Av. Gabriela Mistral,null,1403.1052631578948,356.42105263157896,515
19 oct 2023,CI,Concepción,Lientur,null,699.6666666666666,663.4166666666666,515
30 oct 2023,CI,Los Ángeles,Av. Las Industrias,null,1627,1066.888888888889,515
19 sept 2023,CI,Concepción,Av. Zañartu,null,584.1666666666666,461.8333333333333,515
8 ago 2023,CI,Concepción,Av. Roosevelt,null,628.3333333333334,672.0666666666667,515
1 sept 2023,CI,Concepción,Av. Arturo Prat,null,932,429.8,515
31 jul 2023,CI,Hualpén,Calle de Servicio,null,608,852.3103448275862,515
28 jun 2023,CI,San Pedro de la Paz,Daniel Belmar,null,609.5,642,514
21 mar 2024,CI,Concepción,Cochrane,null,932.7142857142857,457.57142857142856,514
29 abr 2024,CI,Concepción,Ongolmo,null,645.5,519,514
7 feb 2024,CI,Talcahuano,Av. Jorge Alessandri,HAZARD,2096.7,218.25,514
6 mar 2024,CI,Concepción,Av. Los Carrera,ACCIDENT,1570.5,854.5,514
23 mar 2024,CI,San Pedro de la Paz,Ruta 160,ACCIDENT,1024,272,514
14 jul 2023,CI,Los Ángeles,Rengo,null,681.1333333333333,571.2,514
11 oct 2023,CI,Concepción,Serrano,null,1143,596.5714285714286,514
27 jul 2023,CI,San Pedro de la Paz,Nueva 1,null,665.7142857142857,997.7857142857143,514
7 feb 2024,CI,Los Ángeles,Ruta 180,ACCIDENT,4910.117647058823,543.1176470588235,514
1 sept 2023,CI,Concepción,Serrano,null,737.2,482.2,514
23 abr 2024,CI,Hualpén,Av. Costanera,ACCIDENT,700.125,678.375,514
15 may 2024,CI,San Pedro de la Paz,Nueva 1,null,673,1812.5,514
7 abr 2024,CI,Los Ángeles,Ruta Q-35,null,1255.7714285714285,786.2285714285714,513
7 abr 2024,CI,Tomé,Ruta N-14-O,null,1662.25,671.3125,513
20 jul 2023,CI,San Pedro de la Paz,Av. Diagonal Bío-Bío,null,581.25,724.625,513
19 dic 2023,CI,San Pedro de la Paz,Av. Diagonal Bío-Bío,null,510,453.6666666666667,513
1 dic 2023,CI,San Pedro de la Paz,Nueva 1,null,659.0454545454545,777.9545454545455,513
21 jul 2023,CI,San Pedro de la Paz,Corredor de Buses Av. Pedro Aguirre Cerda,null,761.6521739130435,447.89130434782606,513
7 oct 2023,CI,Concepción,Caupolicán,null,807.1428571428571,672.7142857142857,513
26 dic 2023,CI,Los Ángeles,Ruta Q-105,null,1707.25,445.42857142857144,513
6 jul 2023,CI,Los Ángeles,Av. Alcázar,null,681.1875,500.25,512
16 ago 2023,CI,Talcahuano,Av. Gran Bretaña,null,666.6666666666666,266.8333333333333,512
13 nov 2023,CI,San Pedro de la Paz,Nueva 1,null,673,1220.7142857142858,512
26 abr 2024,CI,Los Ángeles,Almagro,null,1276.642857142857,634.4285714285714,512
26 mar 2024,CI,Los Ángeles,Ruta Q-501,null,1367.4827586206898,1405.2413793103449,512
25 mar 2024,CI,Los Ángeles,Ruta 5 Sur,null,1028.8,399.3,512
14 jul 2023,CI,Concepción,Av. Chacabuco,null,716.5,507.5,511
30 abr 2024,CI,Hualpén,Puente Juan Pablo II,HAZARD,2211,894.5,511
15 mar 2024,CI,Hualpén,Av. Cristóbal Colón,null,1079,435.7142857142857,511
22 feb 2024,CI,San Pedro de la Paz,Los Avellanos,null,550.4285714285714,964.2857142857143,511
26 mar 2024,CI,San Pedro de la Paz,Los Mañíos,null,735.8333333333334,1194.0833333333333,511
7 ene 2024,CI,Hualpén,Ruta O-470,null,565,678.6363636363636,511
30 ago 2023,CI,San Pedro de la Paz,Puente Juan Pablo II,HAZARD,2123,355.6666666666667,511
16 ago 2023,CI,Los Ángeles,Manuel Rodríguez,null,816.64,646.64,510
8 mar 2024,CI,Concepción,Serrano,null,929,1037.6666666666667,510
9 abr 2024,CI,Chiguayante,Av. Manuel Rodríguez,null,2363,674.3333333333334,510
12 dic 2023,CI,Concepción,Av. Ignacio Collao,null,666.35,367.6,510
18 mar 2024,CI,Talcahuano,Carriel Norte,HAZARD,576,391.5,510
5 nov 2023,CI,Los Ángeles,Ruta Q-61,null,3413.846153846154,225.28846153846155,510
21 dic 2023,CI,San Pedro de la Paz,Ruta 160,HAZARD,2795,1222,510
11 mar 2024,CI,Los Ángeles,Ruta Q-501,null,1300.1176470588234,1088.8235294117646,510
8 jul 2023,CI,Concepción,Av. Alonso de Ribera,ACCIDENT,714.3333333333334,133,509
11 dic 2023,CI,Talcahuano,Av. Cristóbal Colón,ACCIDENT,1247.5,459.6666666666667,509
14 jul 2023,CI,Concepción,Av. San Juan Bosco,null,762,430.6666666666667,509
22 abr 2024,CI,Concepción,Serrano,null,559.7142857142857,643.7142857142857,509
2 sept 2023,CI,Concepción,Lincoyán,null,608.6666666666666,647.6666666666666,508
19 feb 2024,CI,Los Ángeles,Av. Octavio Jara Wolff,null,1127.0416666666667,406.8333333333333,508
23 jun 2023,CI,Concepción,Colo Colo,null,819.0833333333334,594,508
11 mar 2024,CI,Talcahuano,Av. Vasco Núñez de Balboa,null,1013.6666666666666,501.8333333333333,508
1 abr 2024,CI,Concepción,Av. Tierras Coloradas,null,948.5555555555555,1098.7777777777778,507
31 jul 2023,CI,Los Ángeles,Los Carrera,null,972.7826086956521,508.17391304347825,507
21 mar 2024,CI,San Pedro de la Paz,Av. Michaihue,null,747.2222222222222,859.5185185185185,507
23 abr 2024,CI,Talcahuano,Av. Vasco Núñez de Balboa,null,1079.2,439.6,507
15 sept 2023,CI,Concepción,Galvarino,null,631.9444444444445,737.7222222222222,507
5 mar 2024,CI,San Pedro de la Paz,Valencia,null,550.0769230769231,469.9230769230769,507
30 abr 2024,CI,Los Ángeles,Colón,null,835.0416666666666,554.625,506
7 jul 2023,CI,Concepción,Barros Arana,null,678.6363636363636,530.7272727272727,506
3 may 2024,CI,Chiguayante,Av. Costanera,null,690.3076923076923,1007.1538461538462,506
2 nov 2023,CI,Los Ángeles,Valdivia,null,912.0454545454545,711.4545454545455,506
14 sept 2023,CI,Los Ángeles,Av. Almirante Latorre,null,609.9655172413793,620.1034482758621,506
7 jul 2023,CI,Concepción,Las Heras,null,631,501.5,506
4 may 2024,CI,Talcahuano,Av. Cristóbal Colón,ACCIDENT,846.5714285714286,444.85714285714283,506
31 jul 2023,CI,San Pedro de la Paz,Av. Andalué,null,1084.8,627.4,506
25 nov 2023,CI,Talcahuano,Quillay,null,749.9166666666666,366.5,506
9 ago 2023,CI,Hualpén,Arteaga Alemparte,null,982.8571428571429,800.5357142857143,505
27 nov 2023,CI,Los Ángeles,Ruta 180,ACCIDENT,4280.888888888889,992.1666666666666,505
18 mar 2024,CI,Tomé,Ruta N-14-O,null,3243,1057.25,505
3 ene 2024,CI,Concepción,Av. San Juan Bosco,null,857.2857142857143,439.85714285714283,505
1 ago 2023,CI,Talcahuano,Av. Santa María,null,529,595.7333333333333,505
7 may 2024,CI,Los Ángeles,Ruta 178,null,1996,749.1923076923077,505
13 mar 2024,CI,San Pedro de la Paz,Los Mañíos,HAZARD,735.8333333333334,1227.3333333333333,505
31 jul 2023,CI,Los Ángeles,Ruta 180,null,4922.964285714285,698.9285714285714,505
18 abr 2024,CI,San Pedro de la Paz,Ruta 160,ACCIDENT,1036,667.5,504
17 nov 2023,CI,Los Ángeles,Ruta Q-35,null,3461.065934065934,237.32967032967034,504
16 oct 2023,CI,San Pedro de la Paz,Ruta 160,ACCIDENT,1904,731.3333333333334,504
5 oct 2023,CI,Los Ángeles,Colo Colo,null,949.5454545454545,756.3636363636364,504
21 mar 2024,CI,Concepción,Abdón Cifuentes,null,764,355.3333333333333,504
12 feb 2024,CI,Talcahuano,Autopista Interportuaria,null,3808,577.5714285714286,504
1 mar 2024,CI,Talcahuano,Av. Cristóbal Colón,ACCIDENT,1420.1666666666667,590.5,504
9 mar 2024,CI,Concepción,Manuel Bulnes,null,1012,417.4,504
1 may 2024,CI,Talcahuano,Arteaga Alemparte,null,1466,1180.4285714285713,503
5 mar 2024,CI,Los Ángeles,Av. Octavio Jara Wolff,null,1119.4,437.96666666666664,503
21 nov 2023,CI,San Pedro de la Paz,Av. Diagonal Bío-Bío,null,631.5333333333333,738,503
20 jul 2023,CI,San Pedro de la Paz,Corredor de Buses Av. Pedro Aguirre Cerda,null,738,419.7,503
29 abr 2024,CI,Talcahuano,Av. Gran Bretaña,null,1358.1666666666667,390,502
27 mar 2024,CI,Los Ángeles,Ruta 180,ACCIDENT,7064.25,1217.75,501
15 sept 2023,CI,Concepción,Lautaro,null,763.5,514.25,501
7 dic 2023,CI,Los Ángeles,Av. Las Industrias,ACCIDENT,4875.5,1157.625,501
11 dic 2023,CI,Los Ángeles,Almagro,null,970.375,762.125,500
8 abr 2024,CI,Concepción,Av. Chacabuco,HAZARD,1217,400.6666666666667,500
30 oct 2023,CI,San Pedro de la Paz,Daniel Belmar,null,520,643.9,500
2 may 2024,CI,Los Ángeles,Balmaceda,null,709.304347826087,458.30434782608694,500
21 feb 2024,CI,Talcahuano,Av. Gran Bretaña,null,1274.142857142857,152.28571428571428,500
25 mar 2024,CI,Talcahuano,Av. Desiderio García,null,819,520.125,500
18 feb 2024,CI,Tomé,Av. Ramón León Luco,null,602.3125,510.875,500
8 abr 2024,CI,Concepción,Ramón Carrasco,null,1085.25,537.75,499
20 mar 2024,CI,San Pedro de la Paz,Nueva 1,HAZARD,689.8333333333334,2141.75,499
17 dic 2023,CI,San Pedro de la Paz,Las Margaritas,null,575,434.47058823529414,499
1 sept 2023,CI,San Pedro de la Paz,Puente Juan Pablo II,ACCIDENT,2123,624,499
23 ago 2023,CI,Los Ángeles,Los Carrera,null,1423.45,757.95,498
9 may 2024,CI,Concepción,Av. Ignacio Collao,null,769.4285714285714,311.2857142857143,498
27 jun 2023,CI,San Pedro de la Paz,Ruta 160,ACCIDENT,1987,628.3333333333334,498
3 feb 2024,CI,Los Ángeles,Ruta Q-35,null,2361.153846153846,287.4871794871795,498
5 dic 2023,CI,Los Ángeles,Ruta Q-35,null,3524.0561797752807,302.2134831460674,498
3 nov 2023,CI,Concepción,Av. Arturo Prat,null,771,383.5,497
3 abr 2024,CI,Chiguayante,Las Araucarias,null,640.1111111111111,445.22222222222223,497
7 dic 2023,CI,Concepción,Av. Paicaví,HAZARD,589,359.375,497
4 nov 2023,CI,Concepción,Av. General Novoa,ACCIDENT,780.4444444444445,1352,497
4 ago 2023,CI,Concepción,Ramón Carrasco,null,691,418.9166666666667,497
5 ene 2024,CI,Concepción,Ramón Carrasco,ACCIDENT,850.3333333333334,332.55555555555554,497
14 mar 2024,CI,Chiguayante,O'Higgins,null,1211.7,847.3,497
25 mar 2024,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,2377.5,525,497
14 dic 2023,CI,Talcahuano,Av. Vasco Núñez de Balboa,ACCIDENT,1138,671.7142857142857,497
16 ago 2023,CI,Concepción,Ainavillo,null,526.4,265,496
25 ago 2023,CI,Los Ángeles,Ruta 178,null,1961.8387096774193,833.741935483871,496
6 mar 2024,CI,Concepción,Los Inmigrantes,null,682.75,545.25,496
22 ago 2023,CI,San Pedro de la Paz,Nueva 1,null,673,887.2307692307693,496
30 abr 2024,CI,Los Ángeles,Av. Ricardo Vicuña,null,987.45,395.75,496
23 jun 2023,CI,Concepción,Lautaro,null,646.3333333333334,533.7777777777778,495
2 may 2024,CI,Concepción,Angol,null,669.5714285714286,547.6428571428571,495
4 dic 2023,CI,Los Ángeles,Ruta Q-61,null,3774.746835443038,327.54430379746833,495
6 mar 2024,CI,Los Ángeles,Av. Las Industrias,null,1231.6666666666667,490.2,495
22 abr 2024,CI,San Pedro de la Paz,Av. Michaihue,null,697,1204,495
15 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,ACCIDENT,2298.6666666666665,1039,495
29 abr 2024,CI,Talcahuano,Autopista Concepción-Talcahuano,HAZARD,1045,456.8,495
12 jul 2023,CI,Concepción,Camilo Henríquez,ACCIDENT,831.5555555555555,334.55555555555554,495
27 dic 2023,CI,Concepción,Ejército,null,591.0909090909091,441.8181818181818,494
24 jun 2023,CI,Concepción,Puente Llacolén,ACCIDENT,1707,279.3333333333333,494
21 dic 2023,CI,Los Ángeles,Ruta 178,null,1820.6333333333334,320.6,494
7 mar 2024,CI,Concepción,Av. Tierras Coloradas,null,784.5333333333333,677,493
25 sept 2023,CI,Concepción,Lientur,null,750,304.42857142857144,493
5 ago 2023,CI,Los Ángeles,Mendoza,null,757.9411764705883,412.29411764705884,493
12 abr 2024,CI,San Pedro de la Paz,Daniel Belmar,null,890,1115.6,493
10 ago 2023,CI,San Pedro de la Paz,Corredor de Buses Av. Pedro Aguirre Cerda,null,750.5538461538462,450.32307692307694,493
26 mar 2024,CI,Concepción,Lautaro,null,682,494.5,493
9 nov 2023,CI,Los Ángeles,Freire,null,796,424.0869565217391,493
21 dic 2023,CI,Los Ángeles,Av. Octavio Jara Wolff,null,1132,269.4642857142857,492
5 jul 2023,CI,Los Ángeles,Colo Colo,null,945.75,471.45,492
5 ene 2024,CI,Los Ángeles,Almagro,null,941,513.2413793103449,492
2 sept 2023,CI,Concepción,Av. Ignacio Collao,null,703.3333333333334,442.7083333333333,492
27 nov 2023,CI,Chiguayante,Av. Enrique van Rysselberghe,null,855.4444444444445,353.55555555555554,492
10 feb 2024,CI,Concepción,Av. Paicaví,ACCIDENT,1026.6666666666667,442.5,492
28 mar 2024,CI,San Pedro de la Paz,Camino El Venado,null,829.8,563.2,491
5 mar 2024,CI,Concepción,Los Inmigrantes,null,659.1818181818181,372.8181818181818,491
15 sept 2023,CI,San Pedro de la Paz,Nueva 1,HAZARD,700.1363636363636,980.9545454545455,491
26 mar 2024,CI,Concepción,Av. Jorge Alessandri,HAZARD,2472,364.5,491
5 mar 2024,CI,Talcahuano,Carlos Dittborn,null,729.5,600.7857142857143,490
11 ago 2023,CI,San Pedro de la Paz,Av. Jorge Alessandri,null,649.1428571428571,384.14285714285717,490
9 ago 2023,CI,Talcahuano,Av. Santa María,null,529,483,490
8 abr 2024,CI,Chiguayante,Av. O'Higgins,null,1634,853.8333333333334,490
7 sept 2023,CI,Concepción,Av. Roosevelt,null,615,375.45454545454544,490
15 sept 2023,CI,Concepción,Cochrane,null,1111.4,509.2,490
14 ago 2023,CI,San Pedro de la Paz,Corredor de Buses Av. Pedro Aguirre Cerda,null,738,455.8536585365854,490
15 dic 2023,CI,Concepción,Av. San Juan Bosco,null,649,448.5,490
30 sept 2023,CI,Los Ángeles,Colón,null,862.2666666666667,596.5666666666667,490
30 dic 2023,CI,Los Ángeles,Av. Las Industrias,ACCIDENT,1164.842105263158,473.7368421052632,490
2 nov 2023,CI,Los Ángeles,Ruta Q-45,null,1413.7727272727273,652.8863636363636,489
30 dic 2023,CI,Los Ángeles,Ercilla,null,766.6875,550,488
16 oct 2023,CI,San Pedro de la Paz,Rodríguez Aldea,null,550,551.7692307692307,488
29 jun 2023,CI,Los Ángeles,Av. Octavio Jara Wolff,null,1065,557.2352941176471,488
7 dic 2023,CI,Los Ángeles,Ruta Q-35,null,3473.2020202020203,390.7676767676768,488
11 mar 2024,CI,Chiguayante,Av. O'Higgins,null,1481.8333333333333,426.3333333333333,487
15 nov 2023,CI,Talcahuano,Av. Santa María,null,697,634.25,487
12 oct 2023,CI,Concepción,Arteaga Alemparte,null,994.2105263157895,322.05263157894734,487
28 mar 2024,CI,Chiguayante,Las Araucarias,null,641.8,487.2,487
24 ene 2024,CI,Talcahuano,Autopista Interportuaria,null,2980.6666666666665,305.51851851851853,487
4 may 2024,CI,Concepción,Av. Pedro de Valdivia,null,645,164,487
5 feb 2024,CI,Los Ángeles,Valdivia,null,937,526.8333333333334,487
25 sept 2023,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,907,233.66666666666666,487
12 dic 2023,CI,San Pedro de la Paz,Av. Michimalonco,null,1070,534.75,487
31 jul 2023,CI,Concepción,San Martín,null,831.6363636363636,521.7272727272727,487
11 dic 2023,CI,Concepción,Rengo,null,1093.375,504.875,486
15 sept 2023,CI,Concepción,Arteaga Alemparte,null,988,402.77272727272725,486
25 oct 2023,CI,Concepción,Av. Jorge Alessandri,HAZARD,1642,500.5,486
19 ago 2023,CI,San Pedro de la Paz,Av. Diagonal Bío-Bío,null,549.1,669,485
3 oct 2023,CI,Los Ángeles,Ruta Q-45,null,1469.5263157894738,723.6842105263158,485
12 dic 2023,CI,San Pedro de la Paz,Av. Los Aromos,null,554,418,485
4 sept 2023,CI,Chiguayante,Las Araucarias,null,645,476.77777777777777,485
15 mar 2024,CI,Concepción,Av. General Bonilla,null,1271,805.5,485
11 mar 2024,CI,Talcahuano,Jaime Repullo,null,744.6071428571429,422.89285714285717,485
8 mar 2024,CI,Chiguayante,Av. Costanera,null,723.3333333333334,525.4444444444445,485
13 mar 2024,CI,Hualpén,Arteaga Alemparte,null,1197.4166666666667,531.4166666666666,485
18 jul 2023,CI,Concepción,Av. San Juan Bosco,null,527.8,453.4,485
30 abr 2024,CI,Concepción,Barros Arana,null,708.2857142857143,731.4285714285714,484
12 sept 2023,CI,Concepción,Libertador General Bernardo O'Higgins,null,811.2222222222222,434.77777777777777,484
30 ago 2023,CI,Hualpén,Calle de Servicio,null,608,444.14285714285717,483
7 mar 2024,CI,Los Ángeles,Av. Las Industrias,null,2242.875,552.5,483
29 mar 2024,CI,Hualqui,Ruta Q-60-O,null,1103.2142857142858,427.2857142857143,483
3 abr 2024,CI,Talcahuano,Jaime Repullo,null,768.5,711.9565217391304,483
2 oct 2023,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,1829,1185.5,483
4 may 2024,CI,Concepción,Serrano,null,634,155.5,483
8 abr 2024,CI,Chiguayante,Las Araucarias,null,654.6,440.1,483
18 abr 2024,CI,Concepción,Lincoyán,null,782,338.75,482
8 ene 2024,CI,Los Ángeles,Av. Gabriela Mistral,null,1428.4375,466.75,482
4 mar 2024,CI,Los Ángeles,Almagro,null,842,552.8421052631579,482
28 sept 2023,CI,Los Ángeles,Ruta Q-61,null,2977.5,245.51,482
30 ene 2024,CI,Los Ángeles,Ruta 178,null,1623.1666666666667,359.2916666666667,481
29 ago 2023,CI,Los Ángeles,Ruta Q-45,null,1604.060606060606,880.0909090909091,481
19 dic 2023,CI,Concepción,Rengo,null,929.1111111111111,563.8888888888889,481
5 abr 2024,CI,Concepción,San Martín,null,1396,392.6666666666667,481
21 jul 2023,CI,Los Ángeles,Ruta 178,null,1629.5,539.175,481
27 abr 2024,CI,Concepción,Av. Los Carrera,ACCIDENT,686.5714285714286,309.42857142857144,480
11 abr 2024,CI,Los Ángeles,Ruta 178,null,2095.0476190476193,864.2380952380952,480
13 mar 2024,CI,Los Ángeles,Ruta 5 Sur,null,3650.8,236.9,480
18 dic 2023,CI,Concepción,San Martín,null,1319.3333333333333,578.8333333333334,480
3 may 2024,CI,Concepción,Caletera Norte General Bonilla,null,916.8333333333334,1015.1666666666666,480
12 ago 2023,CI,Concepción,Av. Costanera,ACCIDENT,2244,472.2,479
8 sept 2023,CI,Los Ángeles,Colón,null,943.5,488.38461538461536,479
14 oct 2023,CI,Los Ángeles,Colón,null,1198.5,721.1363636363636,479
6 jul 2023,CI,Los Ángeles,Ruta 180,ACCIDENT,2246.740740740741,2860.4074074074074,479
20 mar 2024,CI,Los Ángeles,Ruta Q-501,null,1241.3428571428572,1362.6571428571428,479
11 sept 2023,CI,Chiguayante,Los Castaños,ACCIDENT,604.2727272727273,387.27272727272725,479
29 feb 2024,CI,Concepción,Galvarino,null,627.5,399.5,479
26 dic 2023,CI,Los Ángeles,Ruta 180,HAZARD,6843.666666666667,617.2222222222222,479
28 mar 2024,CI,Concepción,Obispo Hipólito Salas,null,996.125,401.125,478
17 abr 2024,CI,Los Ángeles,Ruta Q-35,null,1458.4583333333333,642.1666666666666,478
11 ago 2023,CI,San Pedro de la Paz,Los Mañíos,ACCIDENT,631,1029,478
20 mar 2024,CI,Concepción,Av. Vicuña Mackenna,null,532.1818181818181,450.54545454545456,478
4 oct 2023,CI,Concepción,Libertador General Bernardo O'Higgins,null,966.5,406.5,477
12 abr 2024,CI,San Pedro de la Paz,Los Mañíos,null,633,1001,477
10 abr 2024,CI,Chiguayante,Av. O'Higgins,null,1143.7272727272727,648.2727272727273,477
29 mar 2024,CI,San Pedro de la Paz,Av. Diagonal Bío-Bío,null,510,448.7142857142857,477
20 jul 2023,CI,Concepción,Lientur,null,692,425.90909090909093,477
8 ago 2023,CI,Concepción,Janequeo,null,694.4,488.2,476
5 dic 2023,CI,Los Ángeles,Av. Las Industrias,null,1309.75,605.5,476
2 ene 2024,CI,Hualpén,Camino a Lenga,null,1013.4,308.4,476
25 abr 2024,CI,Chiguayante,Las Araucarias,null,638,411.125,476
12 oct 2023,CI,Concepción,Abdón Cifuentes,null,573.6666666666666,354.1666666666667,476
9 ago 2023,CI,Talcahuano,Av. Santa María,ACCIDENT,529,773.1,476
7 dic 2023,CI,San Pedro de la Paz,Av. Diagonal Bío-Bío,null,656.1,879.8,476
12 dic 2023,CI,Concepción,Av. Paicaví,null,1176,387,476
26 mar 2024,CI,Los Ángeles,Los Carrera,null,1428,1032,476
13 ene 2024,CI,Hualpén,Ruta O-478,null,1832.0740740740741,629.4074074074074,476
23 nov 2023,CI,Hualpén,Av. Costanera,null,1513.25,240,475
19 abr 2024,CI,Concepción,Puente Llacolén,null,1707,128,475
2 abr 2024,CI,Talcahuano,Autopista Concepción-Talcahuano,HAZARD,1152,355.25,475
6 nov 2023,CI,Los Ángeles,Los Carrera,null,1373.08,755.88,475
31 jul 2023,CI,San Pedro de la Paz,Las Garzas,null,642.25,989.6666666666666,475
18 ago 2023,CI,Los Ángeles,Colo Colo,null,872.48,570.72,475
2 mar 2024,CI,Los Ángeles,Av. Tucapel,null,592.64,528.6,475
23 mar 2024,CI,Los Ángeles,Colón,null,1103.9545454545455,571,475
3 may 2024,CI,San Pedro de la Paz,Nueva 1,null,684.8823529411765,837.2941176470588,474
14 sept 2023,CI,Los Ángeles,Ruta 180,null,4599.375,409.6875,474
14 mar 2024,CI,Los Ángeles,Los Carrera,null,1117.5454545454545,791.1818181818181,474
16 dic 2023,CI,Concepción,Av. Manuel Rodríguez,null,1089.5,454.375,474
4 may 2024,CI,San Pedro de la Paz,Los Avellanos,null,550.4285714285714,1073,474
8 feb 2024,CI,Talcahuano,Autopista Interportuaria,null,3661.5555555555557,447.8888888888889,474
8 mar 2024,CI,Los Ángeles,Ruta 178,null,1844.888888888889,769.3333333333334,473
27 jun 2023,CI,Los Ángeles,Ruta 178,null,1771.075,907.025,473
21 nov 2023,CI,Los Ángeles,Los Carrera,null,1134.56,662.24,473
31 ago 2023,CI,Concepción,Av. Chacabuco,null,733.6,200.2,473
2 feb 2024,CI,Los Ángeles,Mendoza,ACCIDENT,717.1666666666666,646.9166666666666,471
17 ene 2024,CI,San Pedro de la Paz,Los Mañíos,null,616.5,386.14285714285717,471
23 feb 2024,CI,Concepción,Av. Tierras Coloradas,HAZARD,588,427.3076923076923,471
