Day,Country,City,Street,Cause,Avg Length (Meters),Avg Delay (Seconds),Impacted Wazers
2 dic 2023,CI,Concepción,Av. Alonso de Ribera,null,1305.5084745762713,298.135593220339,7990
29 mar 2024,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,1642,1145.2272727272727,7981
5 abr 2024,CI,Hualpén,Av. Las Golondrinas,null,1418.375,594.84375,7977
1 abr 2024,CI,Talcahuano,Ruta 154 / Autopista Concepción-Talcahuano,null,1518.4545454545455,488.90909090909093,7964
21 ago 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1959.1785714285713,941.9464285714286,7955
1 feb 2024,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,1663.2333333333333,544.8,7946
28 ago 2023,CI,Concepción,Av. Paicaví,null,2321.625,1183.78125,7926
30 abr 2024,CI,Talcahuano,Autopista Concepción-Talcahuano,null,976.047619047619,650.8571428571429,7923
13 jul 2023,CI,Concepción,Av. Costanera,ACCIDENT,1730.75,1656.826923076923,7897
3 nov 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1407.5121951219512,348.780487804878,7895
31 oct 2023,CI,San Pedro de la Paz,Av. Michimalonco,null,1040.4878048780488,378.2926829268293,7887
10 ene 2024,CI,Concepción,Av. Los Carrera,null,1559.8709677419354,541.6774193548387,7872
21 mar 2024,CI,Concepción,Av. San Juan Bosco,null,717.5370370370371,400.35185185185185,7870
3 abr 2024,CI,Concepción,Av. Costanera,HAZARD,1664.2,598.92,7862
23 mar 2024,CI,Concepción,Av. Chacabuco,null,813.983606557377,609.327868852459,7854
21 ago 2023,CI,Concepción,Puente Llacolén,null,1704.3239436619717,447.76056338028167,7852
28 mar 2024,CI,Concepción,Av. Roosevelt,null,678.1341463414634,915.109756097561,7843
4 ene 2024,CI,Concepción,Av. Jorge Alessandri,null,2882.3809523809523,344.42857142857144,7843
12 mar 2024,CI,Chiguayante,Av. Enrique van Rysselberghe,null,1014.2613636363636,501.84090909090907,7832
14 mar 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1849.6037735849056,843.1698113207547,7832
22 mar 2024,CI,Concepción,Av. Chacabuco,null,961.1304347826087,536.1304347826087,7819
4 oct 2023,CI,San Pedro de la Paz,Ruta 160,null,2539.612244897959,393.55102040816325,7812
29 nov 2023,CI,Concepción,Av. Padre Hurtado,null,1481.7142857142858,1357.591836734694,7805
29 abr 2024,CI,Talcahuano,Autopista Concepción-Talcahuano,null,1245.9605263157894,1152.8947368421052,7793
23 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2453.6785714285716,650.6071428571429,7786
18 ago 2023,CI,Concepción,Av. Ignacio Collao,null,756.2638888888889,459.9583333333333,7780
9 ago 2023,CI,Concepción,Av. Alonso de Ribera,null,1830.2888888888888,499.7111111111111,7750
15 sept 2023,CI,San Pedro de la Paz,Los Mañíos,null,920.9481481481481,920.2,7750
24 ago 2023,CI,Hualpén,Av. Jorge Alessandri,null,1974,570.28,7747
1 sept 2023,CI,San Pedro de la Paz,Av. Jorge Alessandri,null,1071.2608695652175,570.5869565217391,7738
8 sept 2023,CI,San Pedro de la Paz,Ruta 160,ACCIDENT,3843.64,3373.2,7736
24 sept 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1748.3809523809523,495.6190476190476,7729
28 abr 2024,CI,Concepción,Av. Jorge Alessandri,null,1691.264705882353,327.61764705882354,7725
1 sept 2023,CI,Concepción,Av. Ignacio Collao,HAZARD,893.9204545454545,595.3409090909091,7716
9 nov 2023,CI,Concepción,Av. Jorge Alessandri,null,2608.3870967741937,363.06451612903226,7703
12 feb 2024,CI,Concepción,Av. Paicaví,ACCIDENT,2445.28125,2591.90625,7697
15 sept 2023,CI,Chiguayante,Av. Manuel Rodríguez,null,3443.133333333333,656.08,7694
13 nov 2023,CI,Concepción,Av. Jorge Alessandri,null,2116.529411764706,253,7691
26 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2524.6666666666665,1045.8461538461538,7688
2 abr 2024,CI,Talcahuano,Av. Las Golondrinas,null,1486.4655172413793,1084.0172413793102,7686
6 sept 2023,CI,Chiguayante,Av. Manuel Rodríguez,null,2950.2051282051284,2078.948717948718,7662
21 oct 2023,CI,Concepción,Av. Costanera,null,2400.169014084507,368.3521126760563,7661
29 abr 2024,CI,Concepción,Av. Los Carrera,null,1048.1515151515152,647.9090909090909,7659
10 may 2024,CI,Concepción,Av. Los Carrera,null,1269.6041666666667,766.8958333333334,7658
9 may 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2494.6285714285714,1083.2285714285715,7657
27 abr 2024,CI,Concepción,Av. Costanera,HAZARD,1089.4430379746836,678.9746835443038,7654
24 mar 2024,CI,Concepción,Av. Padre Hurtado,null,1619.90625,557.6875,7652
25 sept 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1974.8392857142858,1180.482142857143,7651
25 mar 2024,CI,Talcahuano,Arteaga Alemparte,null,941.1643835616438,1247.054794520548,7647
1 abr 2024,CI,Concepción,Av. Paicaví,null,1726.939393939394,655,7647
7 jul 2023,CI,Los Ángeles,Ruta 180,null,5982.581818181819,1491.6848484848485,7644
18 mar 2024,CI,Talcahuano,Av. Cristóbal Colón,HAZARD,1312.391304347826,565.7934782608696,7637
28 mar 2024,CI,Concepción,Av. Paicaví,null,1480,519.025,7620
6 feb 2024,CI,Concepción,Av. Paicaví,null,1140.3968253968253,1062.936507936508,7620
13 abr 2024,CI,Hualpén,Av. Jorge Alessandri,null,1931.7272727272727,399.40909090909093,7611
11 may 2024,CI,Concepción,Av. Los Carrera,null,744.4485981308411,588.0560747663551,7600
6 oct 2023,CI,Concepción,Av. Alonso de Ribera,null,2619.133333333333,330.4,7593
29 dic 2023,CI,Concepción,Av. Costanera,null,1169.6666666666667,655.16,7584
22 mar 2024,CI,Concepción,Av. Los Carrera,null,1007.6071428571429,795.5119047619048,7583
1 sept 2023,CI,Concepción,Av. Jorge Alessandri,null,1742.642857142857,496.39285714285717,7567
23 mar 2024,CI,Concepción,Desiderio Sanhueza,null,596.7478991596639,743.6890756302521,7567
24 nov 2023,CI,Concepción,Ruta 150,null,2737.0882352941176,420.3235294117647,7562
14 dic 2023,CI,Chiguayante,8 Oriente,null,2375,500.1666666666667,7551
3 may 2024,CI,Los Ángeles,Ruta 180,null,11508.17,1697.66,7528
21 nov 2023,CI,San Pedro de la Paz,Ruta 160,null,3334.818181818182,1225.6363636363637,7526
2 mar 2024,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,1948.5833333333333,315.6666666666667,7524
3 abr 2024,CI,Chiguayante,8 Oriente,null,2066.122448979592,493.8979591836735,7515
13 sept 2023,CI,Concepción,Cochrane,null,1190.5882352941176,725.2941176470588,7513
26 nov 2023,CI,Concepción,Av. Alonso de Ribera,null,1313.7166666666667,333.65,7512
4 mar 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1432.3333333333333,400.9583333333333,7496
7 jul 2023,CI,Concepción,Orompello,null,724.28,741.3,7492
3 jul 2023,CI,Concepción,Av. Alonso de Ribera,null,2025.974358974359,667.3076923076923,7488
5 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1806.888888888889,472.9555555555556,7485
10 nov 2023,CI,Talcahuano,Autopista Concepción-Talcahuano,null,1014.4626865671642,336.6268656716418,7481
7 oct 2023,CI,Concepción,Av. Costanera,null,2961.5555555555557,347.75,7475
1 ago 2023,CI,Concepción,Av. Costanera,null,2655,688.2857142857143,7471
20 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1925.4897959183672,664.8979591836735,7456
24 mar 2024,CI,Concepción,Av. Los Carrera,null,733.9677419354839,456.48387096774195,7455
9 feb 2024,CI,Concepción,Av. Alonso de Ribera,ACCIDENT,2782.3793103448274,1442.5862068965516,7439
1 sept 2023,CI,San Pedro de la Paz,Ruta 160,ACCIDENT,1801.8541666666667,1526,7427
16 ago 2023,CI,Talcahuano,Av. Cristóbal Colón,null,1364.974358974359,677.8974358974359,7414
1 abr 2024,CI,Concepción,Av. San Juan Bosco,null,745.1896551724138,353.2758620689655,7404
13 sept 2023,CI,Concepción,Av. Costanera,null,3076.625,906.4583333333334,7364
16 dic 2023,CI,Concepción,Av. 21 de Mayo,null,752.6542056074767,451.7102803738318,7357
14 mar 2024,CI,San Pedro de la Paz,Daniel Belmar,null,820.5595238095239,1080.7261904761904,7356
7 jul 2023,CI,Concepción,Janequeo,null,839.2337662337662,422.3246753246753,7342
7 mar 2024,CI,Concepción,Av. Paicaví,null,2076.923076923077,858.974358974359,7341
3 ago 2023,CI,San Pedro de la Paz,Ruta 160,null,2903.032258064516,1324,7335
16 oct 2023,CI,Concepción,Av. Costanera,null,3057.4736842105262,631.280701754386,7333
3 may 2024,CI,Concepción,Tucapel,null,878.74,473.74,7323
15 sept 2023,CI,Concepción,San Martín,null,1695.6818181818182,713.8636363636364,7321
29 ago 2023,CI,Hualpén,Av. Jorge Alessandri,null,1356.553846153846,509.2,7312
16 abr 2024,CI,Concepción,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,796.1304347826087,7297
3 may 2024,CI,Concepción,Av. Costanera,null,1532.8181818181818,562.8409090909091,7292
1 abr 2024,CI,Concepción,Av. Chacabuco,null,747.7294117647059,516.2588235294118,7273
3 may 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2299.9444444444443,1053.138888888889,7264
30 abr 2024,CI,Concepción,Av. Alonso de Ribera,null,1779.5151515151515,849.5151515151515,7262
14 may 2024,CI,Concepción,Av. Los Carrera,null,1934.75,1012,7254
6 nov 2023,CI,Chiguayante,Av. O'Higgins,null,1883.0389610389611,378.8831168831169,7254
22 dic 2023,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,1539.4,461.76,7254
24 nov 2023,CI,Chiguayante,Av. Enrique van Rysselberghe,null,1309.8222222222223,756.3111111111111,7253
15 sept 2023,CI,Concepción,Rengo,null,1047.4943820224719,492.314606741573,7251
14 oct 2023,CI,Concepción,Av. Jorge Alessandri,null,1922.3030303030303,591.3333333333334,7241
29 dic 2023,CI,Chiguayante,Av. Costanera,null,924.3375,514.875,7236
6 may 2024,CI,Concepción,Puente Chacabuco,null,1406.2820512820513,536.1794871794872,7233
29 dic 2023,CI,Chiguayante,Av. Enrique van Rysselberghe,null,1391.857142857143,602,7231
21 jul 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2290.9523809523807,1072.904761904762,7228
1 mar 2024,CI,Concepción,Puente Llacolén,null,1707,367.57142857142856,7219
3 abr 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2215.3142857142857,982.0285714285715,7216
24 abr 2024,CI,San Pedro de la Paz,Ruta 160,null,3118.285714285714,818.9714285714285,7215
17 abr 2024,CI,Concepción,Av. Paicaví,null,2526.15,941.1,7215
8 mar 2024,CI,Concepción,Janequeo,null,887.3235294117648,490.8529411764706,7186
30 sept 2023,CI,Talcahuano,Calle J,null,732.1764705882352,905.3058823529411,7184
19 ene 2024,CI,San Pedro de la Paz,Los Mañíos,null,944.3308823529412,1056.5367647058824,7178
15 may 2024,CI,Concepción,Av. Paicaví,null,2802.818181818182,1104.9545454545455,7178
2 dic 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1377.655172413793,502.37931034482756,7177
3 ago 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2085.2727272727275,899.9545454545455,7173
5 sept 2023,CI,Concepción,Av. Alonso de Ribera,null,2167.277777777778,618.9444444444445,7169
15 sept 2023,CI,Concepción,Av. Paicaví,null,2282.222222222222,766.0555555555555,7168
13 mar 2024,CI,Concepción,Av. Los Carrera,null,1536.9310344827586,663.4827586206897,7166
16 nov 2023,CI,Concepción,Av. Paicaví,null,1611.4285714285713,943.7857142857143,7154
10 ago 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2316.951219512195,1060.0243902439024,7143
30 sept 2023,CI,Tomé,Ruta N-14-O,null,2966.9423076923076,1383.3557692307693,7139
7 jul 2023,CI,Concepción,Manuel Bulnes,null,805.7166666666667,868.1166666666667,7139
11 oct 2023,CI,Los Ángeles,Ruta 5 Sur,null,3859.810344827586,1370.551724137931,7121
25 sept 2023,CI,Talcahuano,Av. Vasco Núñez de Balboa,null,1101.8522727272727,407.8068181818182,7118
31 jul 2023,CI,Concepción,Av. Jorge Alessandri,null,2798.3809523809523,377.42857142857144,7100
7 mar 2024,CI,Hualpén,Av. Jorge Alessandri,null,1974,344.5,7093
21 sept 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,586.1470588235294,7092
24 abr 2024,CI,Los Ángeles,Ruta 180,null,8534.932835820895,710.3059701492538,7088
21 dic 2023,CI,Concepción,Av. 21 de Mayo,null,683.7032967032967,403.2857142857143,7088
12 ene 2024,CI,San Pedro de la Paz,Los Mañíos,null,748.7364341085271,640.3565891472869,7067
15 mar 2024,CI,Concepción,Av. General Bonilla,ACCIDENT,1271,751,7063
10 feb 2024,CI,Los Ángeles,Ruta 5 Sur,null,2860.5,638.5,7060
18 abr 2024,CI,Concepción,Puente Llacolén,null,1707,358.13157894736844,7043
23 mar 2024,CI,Concepción,Av. Zañartu,null,691.4461538461538,688.4615384615385,7033
15 mar 2024,CI,Concepción,Av. Alonso de Ribera,null,2721.36,1286.88,7016
10 nov 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1435.7142857142858,377.5357142857143,7012
12 mar 2024,CI,San Pedro de la Paz,Puente Juan Pablo II,null,2123,645.6279069767442,7003
28 jun 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1738.2592592592594,586.6296296296297,6996
29 feb 2024,CI,Concepción,Av. San Juan Bosco,null,912.112676056338,622.1830985915493,6991
5 mar 2024,CI,Concepción,Av. Alonso de Ribera,null,2930.2608695652175,523.4347826086956,6988
9 feb 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,722.8076923076923,6975
3 may 2024,CI,Concepción,Maipú,null,1398.5111111111112,1295.9333333333334,6972
20 mar 2024,CI,Chiguayante,Av. Manuel Rodríguez,null,3187.4864864864867,1079.6216216216217,6963
22 mar 2024,CI,Talcahuano,Av. Cristóbal Colón,null,1895.7843137254902,1075.0392156862745,6957
14 jul 2023,CI,Concepción,Av. Jorge Alessandri,null,2472.875,400.6666666666667,6954
30 jun 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1947,653.2894736842105,6951
6 nov 2023,CI,Talcahuano,Av. Cristóbal Colón,null,1569.3783783783783,594.5540540540541,6930
27 nov 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1430,374.76666666666665,6912
1 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1536.6923076923076,409.7435897435897,6904
17 nov 2023,CI,Hualpén,Av. Jorge Alessandri,null,1946.6842105263158,229.52631578947367,6903
7 may 2024,CI,Concepción,Av. Paicaví,null,2734.7368421052633,1118.1052631578948,6887
16 mar 2024,CI,Concepción,Av. General Bonilla,null,1093.888888888889,438.48148148148147,6885
9 nov 2023,CI,Hualpén,Av. Jorge Alessandri,null,1974,425.57142857142856,6877
15 sept 2023,CI,Concepción,Av. Padre Hurtado,null,746.7692307692307,352.46153846153845,6874
3 jul 2023,CI,Hualpén,Av. Jorge Alessandri,null,1974,589.3636363636364,6873
22 dic 2023,CI,Hualpén,Av. Jorge Alessandri,null,1667.125,122.54166666666667,6869
27 jun 2023,CI,Los Ángeles,Ruta Q-200,null,13026.285714285714,482.25,6865
4 ago 2023,CI,Concepción,Av. Ignacio Collao,null,799.7790697674419,528.6511627906976,6853
9 nov 2023,CI,Concepción,Av. Alonso de Ribera,null,1535.195652173913,406.45652173913044,6839
22 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1873.8139534883721,690.7906976744187,6837
3 may 2024,CI,Concepción,Orompello,null,946.8076923076923,948.3076923076923,6835
16 ago 2023,CI,San Pedro de la Paz,Daniel Belmar,null,883.1489361702128,1285.4468085106382,6830
3 nov 2023,CI,Concepción,Av. Los Carrera,ACCIDENT,1534.0588235294117,1444.2941176470588,6827
5 dic 2023,CI,Hualpén,Av. Jorge Alessandri,null,1974,396.5,6813
4 dic 2023,CI,Concepción,Av. Alonso de Ribera,HAZARD,1561.6764705882354,337.38235294117646,6806
11 dic 2023,CI,Concepción,Av. 21 de Mayo,HAZARD,1028.4810126582279,579.9113924050633,6806
7 sept 2023,CI,Concepción,Av. General Bonilla,null,2078.9772727272725,587.8636363636364,6795
8 abr 2024,CI,Concepción,Av. Paicaví,null,1366.68,454.98,6794
23 jun 2023,CI,Concepción,Av. Roosevelt,null,691.012987012987,887.5649350649351,6789
31 ene 2024,CI,Concepción,Av. Costanera,ACCIDENT,1557.483870967742,403.8709677419355,6776
27 dic 2023,CI,Hualpén,Puente Juan Pablo II,ACCIDENT,2211,375.4634146341463,6772
2 sept 2023,CI,Concepción,Av. Los Carrera,null,977.0754716981132,377.77358490566036,6769
27 abr 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2401.28125,1038.0625,6769
29 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1954.2142857142858,605.3095238095239,6769
17 feb 2024,CI,Concepción,Av. San Juan Bosco,null,747.6753246753246,646.8831168831168,6768
10 abr 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1951.4642857142858,919.3035714285714,6764
8 mar 2024,CI,Concepción,Av. Ignacio Collao,null,908.734693877551,744.795918367347,6762
3 nov 2023,CI,Concepción,Av. Jorge Alessandri,null,2409.8928571428573,561.5357142857143,6756
20 dic 2023,CI,Concepción,Av. Paicaví,null,1751.9736842105262,636.3157894736842,6752
27 ene 2024,CI,Concepción,Av. Los Carrera,null,802.95,805.44,6744
4 feb 2024,CI,Tomé,Ruta N-14-O,null,2017.2134831460673,721.7640449438202,6742
27 nov 2023,CI,Concepción,Av. Paicaví,null,2516.6,1195.92,6734
9 may 2024,CI,Chiguayante,Av. Enrique van Rysselberghe,null,1038.9158878504672,669.8691588785047,6734
8 mar 2024,CI,Concepción,Av. Roosevelt,null,685.536,915.144,6734
15 nov 2023,CI,Concepción,Av. Costanera,null,1831.469387755102,394.2244897959184,6730
15 sept 2023,CI,Concepción,Av. 21 de Mayo,null,1533.047619047619,649.1666666666666,6721
18 feb 2024,CI,Tomé,Ruta N-14-O,null,3240.6,1355.6285714285714,6717
12 dic 2023,CI,San Pedro de la Paz,Av. Jorge Alessandri,null,879.6904761904761,449.42857142857144,6709
20 jul 2023,CI,San Pedro de la Paz,Ruta 160,null,4423.083333333333,1279.7083333333333,6703
16 ago 2023,CI,San Pedro de la Paz,Ruta 160,HAZARD,3769,3364.6363636363635,6692
23 jun 2023,CI,Concepción,Puente Llacolén,null,1707,568.2876712328767,6691
2 abr 2024,CI,Concepción,Av. Jorge Alessandri,null,2463.730769230769,424.61538461538464,6685
29 abr 2024,CI,Concepción,Av. Los Carrera,HAZARD,1187.0975609756097,773.2926829268292,6672
12 dic 2023,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,1519.65625,885.3125,6670
12 oct 2023,CI,Concepción,Av. Costanera,null,1564.5652173913043,298.4782608695652,6667
27 jun 2023,CI,Concepción,Av. Los Carrera,null,1476.8545454545454,452.43636363636364,6667
29 nov 2023,CI,Concepción,Av. Paicaví,null,1826.6451612903227,669.0322580645161,6666
1 sept 2023,CI,Concepción,Puente Llacolén,null,1688.2197802197802,780.8131868131868,6662
30 oct 2023,CI,San Pedro de la Paz,Puente Juan Pablo II,null,2116.344827586207,1351.5,6647
19 mar 2024,CI,Talcahuano,Av. Cristóbal Colón,null,1389.6666666666667,450.1111111111111,6628
1 sept 2023,CI,Concepción,Av. Ignacio Collao,null,862.3544303797469,585.2911392405064,6627
19 ene 2024,CI,Concepción,Av. Ignacio Collao,null,697.48,415.38,6624
18 dic 2023,CI,Hualpén,Av. Jorge Alessandri,null,1808,286.14285714285717,6612
2 sept 2023,CI,San Pedro de la Paz,Los Mañíos,null,632.8053097345132,508.3274336283186,6608
29 dic 2023,CI,Concepción,Av. Alonso de Ribera,null,1401.4888888888888,354.24444444444447,6603
7 may 2024,CI,Chiguayante,Av. Enrique van Rysselberghe,null,1094.3186813186812,663.4175824175824,6598
20 dic 2023,CI,Concepción,Av. Jorge Alessandri,null,2684.28,457.4,6587
9 nov 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1365.44,422.12,6585
11 mar 2024,CI,Concepción,Av. Los Carrera,null,1348.3939393939395,467.1515151515151,6582
11 mar 2024,CI,Concepción,Av. San Juan Bosco,null,718.8333333333334,358.25,6571
11 feb 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1933.6486486486488,738.6216216216217,6568
31 ene 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1335.8461538461538,260.15384615384613,6564
18 ene 2024,CI,Concepción,Ruta 150,HAZARD,1360.1666666666667,798.047619047619,6554
28 jun 2023,CI,Hualpén,Av. Jorge Alessandri,null,1534,569.1212121212121,6552
12 dic 2023,CI,Concepción,Av. Los Carrera,null,1224.7719298245613,430.280701754386,6550
30 abr 2024,CI,Concepción,Abdón Cifuentes,null,724.8518518518518,954.4814814814815,6544
13 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1579.5238095238096,352.3095238095238,6540
30 ago 2023,CI,Concepción,Av. Alonso de Ribera,null,1786.0243902439024,546.1463414634146,6522
1 sept 2023,CI,San Pedro de la Paz,Nueva 1,null,783.7906976744187,1298.046511627907,6522
25 ago 2023,CI,Concepción,Av. Ignacio Collao,null,770.5,513.7571428571429,6521
18 ago 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1434.1538461538462,426.9230769230769,6515
16 ago 2023,CI,Concepción,Av. General Bonilla,null,1543.235294117647,426.05882352941177,6490
11 may 2024,CI,Concepción,Av. San Juan Bosco,null,921.6046511627907,699.7209302325581,6489
3 abr 2024,CI,Concepción,Ruta 154 / Autopista Concepción-Talcahuano,null,1444.1666666666667,302.9583333333333,6489
27 dic 2023,CI,Hualpén,Av. Jorge Alessandri,null,1974,674.7727272727273,6488
28 oct 2023,CI,Concepción,Av. Paicaví,null,1977.357142857143,1348.5,6482
9 abr 2024,CI,Concepción,Av. Los Carrera,null,1059.2465753424658,847.4109589041096,6472
19 mar 2024,CI,Concepción,Libertador General Bernardo O'Higgins,null,1216.4705882352941,1050.735294117647,6472
7 dic 2023,CI,Talcahuano,Av. Jorge Alessandri,null,777.1034482758621,310.9310344827586,6469
27 dic 2023,CI,Concepción,Av. Jorge Alessandri,null,2784.6666666666665,385.3333333333333,6450
1 feb 2024,CI,Concepción,Av. Jorge Alessandri,null,2028.4,536.2,6448
20 abr 2024,CI,Concepción,Av. Costanera,HAZARD,862.2542372881356,390.06779661016947,6447
31 ene 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,ACCIDENT,2531.5,2017.75,6445
20 mar 2024,CI,San Pedro de la Paz,Daniel Belmar,null,1210.1914893617022,1323.3829787234042,6432
10 nov 2023,CI,Chiguayante,8 Oriente,null,2190.095238095238,436.14285714285717,6430
10 jul 2023,CI,Concepción,Serrano,null,809.9622641509434,1163.2075471698113,6429
18 dic 2023,CI,San Pedro de la Paz,Los Mañíos,null,773.6160714285714,630.5892857142857,6428
2 may 2024,CI,Concepción,Av. Los Carrera,null,1077.9636363636364,727.9272727272727,6425
25 oct 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2466.953488372093,710.3488372093024,6424
1 ene 2024,CI,Chiguayante,Av. Manuel Rodríguez,null,1594.659090909091,1615.5681818181818,6421
5 mar 2024,CI,Talcahuano,Av. Cristóbal Colón,null,1926.344827586207,589.7931034482758,6419
12 dic 2023,CI,Concepción,Puente Llacolén,null,1678.5,381.8,6408
25 ene 2024,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1372.4705882352941,383.1470588235294,6385
6 jul 2023,CI,Concepción,Av. Padre Hurtado,null,1284.0588235294117,636.3823529411765,6379
18 abr 2024,CI,Talcahuano,Av. Gran Bretaña,null,2030.8648648648648,407.8378378378378,6379
30 abr 2024,CI,Concepción,Janequeo,null,863.9305555555555,527.4861111111111,6377
28 sept 2023,CI,Talcahuano,Av. Vasco Núñez de Balboa,null,920.7142857142857,433.10714285714283,6375
7 oct 2023,CI,Tomé,Av. Vicente Palacios,null,1305.5232558139535,410.54651162790697,6366
14 ago 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2504.714285714286,1413.5238095238096,6360
27 oct 2023,CI,Concepción,Av. Paicaví,null,875,464.6764705882353,6357
3 abr 2024,CI,San Pedro de la Paz,Ruta 160,null,2925.9565217391305,1784.3478260869565,6355
1 mar 2024,CI,Concepción,Av. San Juan Bosco,null,765.655737704918,455.59016393442624,6351
27 mar 2024,CI,San Pedro de la Paz,Av. Jorge Alessandri,null,1078.2857142857142,638.9142857142857,6350
24 jul 2023,CI,Concepción,Av. Alonso de Ribera,null,1883.2790697674418,591.6046511627907,6346
10 may 2024,CI,Chiguayante,Av. Enrique van Rysselberghe,null,1166.1346153846155,1017.9134615384615,6340
24 abr 2024,CI,Talcahuano,Av. Cristóbal Colón,null,1995.7708333333333,1115.8541666666667,6336
2 mar 2024,CI,San Pedro de la Paz,Puente Juan Pablo II,null,1969.735294117647,384.8529411764706,6336
31 jul 2023,CI,Concepción,Av. Alonso de Ribera,null,1914.5111111111112,681.3111111111111,6331
14 feb 2024,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,2500.787878787879,1266.090909090909,6327
29 jun 2023,CI,San Pedro de la Paz,Av. Michimalonco,null,955.7586206896551,373.17241379310343,6326
12 mar 2024,CI,Hualpén,Arteaga Alemparte,null,1325.6352941176472,649.1647058823529,6326
11 dic 2023,CI,Talcahuano,Av. Jorge Alessandri,null,829.1025641025641,416.46153846153845,6326
21 dic 2023,CI,Concepción,Tucapel,null,856.4590163934427,631.0491803278688,6312
30 abr 2024,CI,Hualpén,Puente Juan Pablo II,ACCIDENT,2211,808.6279069767442,6309
30 ago 2023,CI,Talcahuano,Av. Cristóbal Colón,null,1251.6962025316457,495.8101265822785,6307
17 dic 2023,CI,Concepción,Av. Ignacio Collao,null,1134.9112426035504,724.5443786982248,6301
3 abr 2024,CI,Concepción,Av. Costanera,null,1603.45,548.3,6299
5 ene 2024,CI,Concepción,Av. Los Carrera,null,1079.1864406779662,525.7118644067797,6289
25 nov 2023,CI,San Pedro de la Paz,Av. Pedro Aguirre Cerda,null,1941.969696969697,629.5757575757576,6288
20 mar 2024,CI,Concepción,Víctor Lamas,null,1283.7142857142858,425.42857142857144,6284
30 abr 2024,CI,Concepción,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,411.4736842105263,6278
11 dic 2023,CI,Concepción,Av. Jorge Alessandri,ACCIDENT,2887.4285714285716,1429.1904761904761,6278
17 dic 2023,CI,Los Ángeles,Los Carrera,null,1309.021978021978,646.5274725274726,6267
10 jul 2023,CI,Los Ángeles,Ruta 180,null,6039.525252525253,1193.8989898989898,6264
4 oct 2023,CI,Hualpén,Ruta 154 / Autopista Concepción-Talcahuano,null,1456,759.3076923076923,6260
22 mar 2024,CI,Concepción,Libertador General Bernardo O'Higgins,null,867.6274509803922,491.6666666666667,6260
19 feb 2024,CI,Tomé,Av. Latorre,null,1590.3307692307692,489.45384615384614,6257
